Date_Time,Subject,Day_In_Week,Hours,Call_Started_Time,time_For_Wating_After_Voice_Mail,Answer_Time_From_,Representative_response_time_in_secounds,total_Time_Till_Response,Summery_Of_Call,Is_Was_a_Long_Wating_Time_Message,Other_Languages
2016-09-13 13:29:33,Health,3,11:01-14:00,13:22:28,13:23:20,13:28:40,372,320,Full reply received,No,No Foreign languages
2016-09-13 13:41:13,Health,3,11:01-14:00,13:29:02,13:29:52,13:40:00,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-13 13:43:33,Life,3,11:01-14:00,13:41:08,13:41:50,13:41:53,45,3,Full reply received,Yes,No Foreign languages
2016-09-13 13:46:33,General,3,11:01-14:00,13:43:00,13:43:00,13:45:20,140,140,Full reply received,No,No Foreign languages
2016-09-13 13:50:18,General,3,11:01-14:00,13:45:58,13:47:06,13:49:03,185,117,Full reply received,No,No Foreign languages
2016-09-13 13:56:33,Life,3,11:01-14:00,13:50:07,13:51:00,13:55:20,313,260,Full reply received,No,No Foreign languages
2016-09-15 12:16:27,Life,5,11:01-14:00,12:03:25,12:04:52,12:15:03,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-15 12:17:58,General,5,11:01-14:00,12:15:58,12:15:58,12:16:30,0,0,Call Disconnected,No,No Foreign languages
2016-09-15 12:19:58,General,5,11:01-14:00,12:17:50,12:17:50,12:18:20,30,30,Full reply received,No,No Foreign languages
2016-09-15 12:28:59,Health,5,11:01-14:00,12:19:20,12:20:14,12:27:34,494,440,Full reply received,No,No Foreign languages
2016-09-15 12:40:28,Health,3,11:01-14:00,12:28:24,12:29:10,12:39:12,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-15 12:44:31,General,5,11:01-14:00,12:39:48,12:40:58,12:43:05,197,127,Full reply received,No,No Foreign languages
2016-09-15 12:48:19,General,5,11:01-14:00,12:43:52,12:45:07,12:46:35,163,88,Full reply received,No,No Foreign languages
2016-09-15 12:53:16,General,5,11:01-14:00,12:49:54,12:51:05,12:51:42,108,37,Full reply received,No,No Foreign languages
2016-09-15 13:22:56,General,5,11:01-14:00,13:13:43,13:16:10,13:21:34,471,324,Full reply received,No,No Foreign languages
2016-09-15 13:25:37,General,5,11:01-14:00,13:22:17,13:23:32,13:23:42,85,10,Full reply received,No,No Foreign languages
2016-09-15 13:27:37,General,5,11:01-14:00,13:24:58,13:26:02,13:26:10,72,8,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-15 13:30:28,Health,5,11:01-14:00,13:26:57,13:27:50,13:29:10,133,80,Full reply received,No,No Foreign languages
2016-09-15 13:32:03,Health,5,11:01-14:00,13:29:47,13:29:47,13:30:19,32,32,Full reply received,No,No Foreign languages
2016-09-15 13:42:22,Life,5,11:01-14:00,13:31:33,13:31:33,13:41:03,570,570,Full reply received,Yes,No Foreign languages
2016-09-15 13:44:57,Health,5,11:01-14:00,13:41:44,13:43:13,13:43:20,96,7,Full reply received,No,No Foreign languages
2016-09-15 13:47:00,General,5,11:01-14:00,13:44:15,13:45:16,13:45:20,65,4,Full reply received,No,No Foreign languages
2016-09-15 13:59:47,Life,5,11:01-14:00,13:46:27,13:47:52,13:58:36,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-19 12:04:13,General,2,11:01-14:00,12:01:23,12:01:23,12:02:09,46,46,Full reply received,No,No Foreign languages
2016-09-19 12:06:32,Health,2,11:01-14:00,12:03:35,12:04:30,12:04:40,65,10,Full reply received,No,No Foreign languages
2016-09-19 12:08:59,Life,2,11:01-14:00,12:05:44,12:06:37,12:07:17,93,40,Full reply received,No,No Foreign languages
2016-09-19 12:11:54,General,2,11:01-14:00,12:08:40,12:09:20,12:10:18,98,58,Full reply received,No,Arabic; Russian; Amharic
2016-09-19 12:14:24,Health,2,11:01-14:00,12:11:07,12:12:12,12:12:53,106,41,Full reply received,No,No Foreign languages
2016-09-19 12:32:13,Health,2,11:01-14:00,12:13:46,12:14:18,12:30:00,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-09-19 12:34:31,Life,2,11:01-14:00,12:31:27,12:32:17,12:32:54,87,37,Full reply received,No,No Foreign languages
2016-09-19 12:36:46,Health,2,11:01-14:00,12:33:50,12:34:46,12:35:07,77,21,Full reply received,No,No Foreign languages
2016-09-19 12:38:38,General,2,11:01-14:00,12:36:15,12:36:40,12:36:46,31,6,Full reply received,No,No Foreign languages
2016-09-19 12:41:21,General,2,11:01-14:00,12:37:55,12:38:46,12:39:50,115,64,Full reply received,No,No Foreign languages
2016-09-19 12:43:00,General,2,11:01-14:00,12:40:33,12:41:00,12:41:09,36,9,Full reply received,No,No Foreign languages
2016-09-19 12:44:59,General,2,11:01-14:00,12:42:33,12:42:50,12:43:15,42,25,Full reply received,No,No Foreign languages
2016-09-19 12:46:54,General,2,11:01-14:00,12:44:13,12:45:02,12:45:06,53,4,Full reply received,No,No Foreign languages
2016-09-19 12:49:44,Health,2,11:01-14:00,12:46:07,12:47:00,12:48:00,113,60,Full reply received,No,No Foreign languages
2016-09-19 13:21:02,Life,2,11:01-14:00,13:09:04,13:09:04,13:19:30,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-09-19 13:23:25,General,2,11:01-14:00,13:20:17,13:21:26,13:22:03,106,37,Full reply received,No,No Foreign languages
2016-09-19 13:25:53,General,2,11:01-14:00,13:22:43,13:24:00,13:24:07,84,7,Full reply received,No,No Foreign languages
2016-09-19 13:28:28,Life,2,11:01-14:00,13:25:10,13:26:13,13:26:56,106,43,Full reply received,No,No Foreign languages
2016-09-19 13:30:38,Life,2,11:01-14:00,13:27:40,13:28:45,13:29:00,80,15,Full reply received,No,No Foreign languages
2016-09-19 13:32:51,Life,2,11:01-14:00,13:29:52,13:31:00,13:31:08,76,8,Transferred to leave a message ,No,No Foreign languages
2016-09-19 13:35:40,General,2,11:01-14:00,13:32:07,13:33:20,13:34:09,122,49,Full reply received,No,No Foreign languages
2016-09-19 13:44:40,General,2,11:01-14:00,13:41:53,13:42:27,13:42:52,59,25,Full reply received,No,No Foreign languages
2016-09-19 13:46:47,Health,2,11:01-14:00,13:43:53,13:44:45,13:45:23,90,38,Full reply received,No,No Foreign languages
2016-09-20 12:17:43,Life,3,11:01-14:00,12:04:30,12:05:25,12:16:04,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-09-20 12:20:50,Life,3,11:01-14:00,12:17:20,12:18:12,12:19:18,118,66,Full reply received,No,No Foreign languages
2016-09-20 12:29:43,Health,3,11:01-14:00,12:20:00,12:20:50,12:28:25,0,0,Call Disconnected,Yes,Arabic; Russian; Amharic
2016-09-20 12:32:32,General,3,11:01-14:00,12:28:54,12:29:30,12:30:27,93,57,Full reply received,No,No Foreign languages
2016-09-20 12:33:58,Life,3,11:01-14:00,12:31:40,12:32:04,12:32:08,28,4,Full reply received,No,No Foreign languages
2016-09-20 12:35:20,Life,3,11:01-14:00,12:33:44,12:34:23,12:37:20,216,177,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-20 12:42:20,Life,3,11:01-14:00,12:39:50,12:40:28,12:40:41,51,13,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-20 12:48:24,Life,3,11:01-14:00,12:41:46,12:43:23,12:46:27,281,184,Full reply received,Yes,No Foreign languages
2016-09-20 12:52:19,Health,3,11:01-14:00,12:47:37,12:48:30,12:50:55,198,145,Full reply received,No,No Foreign languages
2016-09-20 12:54:06,General,3,11:01-14:00,12:51:32,12:52:10,12:52:36,64,26,Full reply received,No,Arabic; Russian; Amharic
2016-09-20 13:14:54,General,3,11:01-14:00,13:12:16,13:12:16,13:13:20,64,64,Full reply received,No,No Foreign languages
2016-09-20 13:16:59,General,3,11:01-14:00,13:14:08,13:15:18,13:15:30,82,12,Full reply received,No,No Foreign languages
2016-09-20 13:28:06,Health,3,11:01-14:00,13:17:02,13:17:57,13:26:44,582,527,Full reply received,Yes,No Foreign languages
2016-09-20 13:34:05,Life,3,11:01-14:00,13:27:17,13:28:30,13:32:38,321,248,Full reply received,No,No Foreign languages
2016-09-20 13:35:54,Life,3,11:01-14:00,13:33:18,13:34:10,13:34:22,64,12,Full reply received,No,No Foreign languages
2016-09-20 13:37:08,Health,3,11:01-14:00,13:35:02,13:35:02,13:35:33,31,31,Full reply received,No,No Foreign languages
2016-09-20 13:48:21,Health,3,11:01-14:00,13:36:20,13:36:57,13:47:06,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-09-20 13:54:08,Life,3,11:01-14:00,13:47:43,13:47:43,13:52:49,0,0,Call Disconnected,Yes,No Foreign languages
2016-09-22 12:31:20,Life,5,11:01-14:00,12:24:20,12:25:34,12:29:56,0,0,Call Disconnected,Yes,Arabic; Russian; Amharic
2016-09-22 12:35:44,Life,5,11:01-14:00,12:30:26,12:31:42,12:33:29,183,107,Full reply received,No,No Foreign languages
2016-09-22 12:37:59,Life,5,11:01-14:00,12:34:55,12:36:02,12:36:28,93,26,Full reply received,No,No Foreign languages
2016-09-22 12:40:28,Life,5,11:01-14:00,12:37:08,12:38:08,12:38:17,69,9,Full reply received,No,No Foreign languages
2016-09-22 12:41:48,Health,5,11:01-14:00,12:39:35,12:39:35,12:40:06,31,31,Full reply received,No,No Foreign languages
2016-09-22 12:45:11,Life,5,11:01-14:00,12:40:58,12:42:00,12:43:45,167,105,Full reply received,No,No Foreign languages
2016-09-22 12:45:20,Life,5,11:01-14:00,12:44:18,12:44:46,12:46:00,102,74,Full reply received,No,Arabic; Russian; Amharic
2016-09-22 12:58:18,Life,5,11:01-14:00,12:46:30,12:46:30,12:56:50,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-09-22 13:19:13,General,5,11:01-14:00,13:16:34,13:17:20,13:17:29,55,9,Full reply received,No,Arabic; Russian; Amharic
2016-09-22 13:30:14,General,5,11:01-14:00,13:18:22,13:18:50,12:28:54,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-09-22 13:37:42,Life,5,11:01-14:00,13:29:20,13:30:43,13:36:18,418,335,Full reply received,Yes,No Foreign languages
2016-09-22 13:38:59,General,5,11:01-14:00,13:36:55,13:36:55,13:37:13,18,18,Full reply received,No,No Foreign languages
2016-09-22 13:40:12,Health,5,11:01-14:00,13:38:04,13:38:23,13:38:48,44,25,Full reply received,No,No Foreign languages
2016-09-22 13:44:39,Life,5,11:01-14:00,13:39:22,13:40:10,13:43:00,218,170,Full reply received,No,No Foreign languages
2016-09-22 13:47:14,General,5,11:01-14:00,13:43:47,13:45:19,13:45:25,98,6,Full reply received,No,No Foreign languages
2016-09-22 13:48:30,General,5,11:01-14:00,13:46:25,13:46:50,13:46:58,33,8,Full reply received,No,No Foreign languages
2016-09-22 13:50:37,General,5,11:01-14:00,13:47:33,13:48:39,13:49:07,94,28,Full reply received,No,No Foreign languages
2016-09-22 13:55:45,Life,5,11:01-14:00,13:49:44,13:50:24,13:54:19,275,235,Full reply received,No,No Foreign languages
2016-09-22 13:59:07,General,5,11:01-14:00,13:54:52,13:56:06,13:57:03,131,57,Full reply received,No,No Foreign languages
2016-09-26 12:13:37,General,2,11:01-14:00,12:03:45,12:04:56,12:13:10,565,494,Full reply received,No,No Foreign languages
2016-09-26 12:24:57,General,2,11:01-14:00,12:13:40,12:14:11,12:24:24,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-09-26 12:18:14,Health,2,11:01-14:00,12:17:33,12:18:08,12:18:13,40,5,Full reply received,No,No Foreign languages
2016-09-26 12:56:14,Health,2,11:01-14:00,12:23:23,12:24:54,12:31:11,468,377,Full reply received,No,No Foreign languages
2016-09-26 12:26:52,Health,2,11:01-14:00,12:24:55,12:26:00,12:26:12,0,0,Call Disconnected,No,No Foreign languages
2016-09-26 12:28:49,Life,2,11:01-14:00,12:26:55,12:27:54,12:28:18,83,24,Full reply received,No,No Foreign languages
2016-09-26 12:31:27,General,2,11:01-14:00,12:28:50,12:30:16,12:30:44,114,28,Full reply received,No,No Foreign languages
2016-09-26 12:34:27,General,2,11:01-14:00,12:31:26,12:32:39,12:33:50,144,71,Full reply received,No,No Foreign languages
2016-09-26 12:36:19,Health,2,11:01-14:00,12:34:47,12:35:08,12:35:13,26,5,Full reply received,No,No Foreign languages
2016-09-26 12:41:43,Life,2,11:01-14:00,12:36:20,12:36:47,12:40:54,274,247,Full reply received,No,No Foreign languages
2016-09-26 12:44:21,General,2,11:01-14:00,12:41:56,12:43:11,12:43:48,112,37,Full reply received,No,No Foreign languages
2016-09-26 12:52:48,General,2,11:01-14:00,12:44:22,12:46:40,12:52:00,458,320,Full reply received,No,No Foreign languages
2016-09-26 13:01:08,Life,2,11:01-14:00,12:59:37,13:00:29,13:01:03,86,34,Full reply received,No,No Foreign languages
2016-09-26 13:11:00,Life,2,11:01-14:00,13:09:26,13:09:50,13:10:52,86,62,Full reply received,No,No Foreign languages
2016-09-26 13:13:04,General,2,11:01-14:00,13:11:28,13:12:08,13:12:10,42,2,Full reply received,No,No Foreign languages
2016-09-26 13:14:33,Health,2,11:01-14:00,13:13:16,13:13:37,13:13:43,27,6,Full reply received,No,No Foreign languages
2016-09-26 13:16:18,Life,2,11:01-14:00,13:14:35,13:15:23,13:15:33,58,10,Full reply received,No,No Foreign languages
2016-09-26 13:22:34,General,2,11:01-14:00,13:19:10,13:19:19,13:21:13,123,114,Full reply received,No,No Foreign languages
2016-09-26 13:17:42,General,2,11:01-14:00,13:16:17,13:16:53,13:16:58,41,5,Full reply received,No,No Foreign languages
2016-09-26 13:20:39,Life,2,11:01-14:00,13:17:45,13:18:42,13:19:58,133,76,Full reply received,No,No Foreign languages
2016-09-26 13:23:09,General,2,11:01-14:00,13:20:43,13:21:54,13:22:30,107,36,Full reply received,No,No Foreign languages
2016-09-26 13:27:14,General,2,11:01-14:00,13:23:10,13:24:17,13:26:44,214,147,Full reply received,No,No Foreign languages
2016-09-26 13:28:58,General,2,11:01-14:00,13:27:15,13:27:15,13:28:02,47,47,Full reply received,No,No Foreign languages
2016-09-26 13:31:18,Life,2,11:01-14:00,13:28:58,13:30:12,13:30:42,104,30,Full reply received,No,No Foreign languages
2016-09-26 13:34:49,Health,2,11:01-14:00,13:32:20,13:32:40,13:34:29,129,109,Full reply received,No,No Foreign languages
2016-09-26 13:35:49,Life,2,11:01-14:00,13:31:16,13:32:33,13:35:18,242,165,Full reply received,No,No Foreign languages
2016-09-26 13:41:27,Health,2,11:01-14:00,13:37:52,13:39:51,13:39:51,119,0,Full reply received,No,No Foreign languages
2016-09-26 13:37:48,Life,2,11:01-14:00,13:35:48,13:36:38,13:37:14,86,36,Full reply received,No,No Foreign languages
2016-09-26 13:42:24,Life,2,11:01-14:00,13:37:50,13:38:15,13:41:35,225,200,Full reply received,No,No Foreign languages
2016-09-26 13:44:36,Life,2,11:01-14:00,13:42:40,13:43:32,13:44:09,89,37,Full reply received,No,No Foreign languages
2016-09-26 13:46:46,Life,2,11:01-14:00,13:44:38,13:45:34,13:46:14,96,40,Full reply received,No,No Foreign languages
2016-09-26 13:48:31,Life,2,11:01-14:00,13:46:45,13:47:30,13:48:03,78,33,Full reply received,No,No Foreign languages
2016-09-26 13:57:00,Health,2,11:01-14:00,13:48:34,13:49:50,13:56:16,0,0,Call Disconnected,No,No Foreign languages
2016-09-26 13:52:29,General,2,11:01-14:00,13:51:25,13:51:34,13:52:01,36,27,Full reply received,No,No Foreign languages
2016-09-26 14:00:59,General,2,11:01-14:00,13:56:08,13:56:47,14:00:39,271,232,Full reply received,No,No Foreign languages
2016-09-26 14:30:55,Health,2,14:01-17:00,14:24:14,14:25:20,14:30:23,369,303,Full reply received,No,No Foreign languages
2016-09-26 14:46:11,General,2,14:01-17:00,14:44:24,14:45:25,14:45:57,93,32,Transferred to leave a message ,No,No Foreign languages
2016-09-26 14:52:27,Health,2,14:01-17:00,14:48:57,14:49:36,14:51:39,162,123,Full reply received,No,No Foreign languages
2016-09-26 15:20:19,General,2,14:01-17:00,15:13:36,15:15:15,15:19:10,334,235,Full reply received,Yes,No Foreign languages
2016-09-26 15:39:06,Life,2,14:01-17:00,15:26:36,15:28:01,15:38:01,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-26 15:51:30,General,2,14:01-17:00,15:50:04,15:51:03,15:51:32,88,29,Full reply received,No,No Foreign languages
2016-09-26 15:59:44,General,2,14:01-17:00,15:57:23,15:59:11,15:59:43,140,32,Full reply received,No,No Foreign languages
2016-09-26 16:07:20,Life,2,14:01-17:00,16:06:04,16:06:49,16:07:27,83,38,Full reply received,No,No Foreign languages
2016-09-26 16:17:41,Health,2,14:01-17:00,16:13:43,16:15:22,16:17:46,243,144,Full reply received,No,No Foreign languages
2016-09-26 16:32:37,Health,2,14:01-17:00,16:30:10,16:30:36,16:32:14,124,98,Full reply received,No,No Foreign languages
2016-09-26 16:54:35,General,2,14:01-17:00,16:45:07,16:46:45,16:53:54,527,429,Full reply received,No,No Foreign languages
2016-09-27 08:12:12,General,3,8:00-11:00,08:07:52,08:09:00,08:11:20,208,140,Full reply received,No,No Foreign languages
2016-09-27 08:15:04,Health,3,8:00-11:00,08:12:20,08:13:48,08:13:53,93,5,Full reply received,No,No Foreign languages
2016-09-27 08:21:49,Life,3,8:00-11:00,08:15:18,08:15:18,08:21:04,346,346,Full reply received,Yes,No Foreign languages
2016-09-27 08:31:24,General,3,8:00-11:00,08:21:55,08:24:29,08:30:39,524,370,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 08:37:53,Health,3,8:00-11:00,08:33:00,08:34:30,08:37:03,243,153,Full reply received,No,No Foreign languages
2016-09-27 08:42:03,General,3,8:00-11:00,08:38:34,08:39:43,08:40:48,134,65,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 08:40:16,Health,3,8:00-11:00,08:37:55,08:38:40,08:39:37,102,57,Full reply received,No,No Foreign languages
2016-09-27 08:42:59,General,3,8:00-11:00,08:41:05,08:41:05,08:41:40,0,0,Call Disconnected,No,No Foreign languages
2016-09-27 08:50:05,Life,3,8:00-11:00,08:45:20,08:46:10,08:49:01,221,171,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 08:54:27,Health,3,8:00-11:00,08:43:02,08:43:50,08:53:55,653,605,Full reply received,Yes,No Foreign languages
2016-09-27 08:56:20,General,3,8:00-11:00,08:53:11,08:54:26,08:55:06,115,40,Full reply received,No,No Foreign languages
2016-09-27 09:05:51,Life,3,8:00-11:00,08:54:28,08:54:28,09:05:18,0,0,Waited for more than 10 minutes and hang up,Yes,No Foreign languages
2016-09-27 09:03:31,Health,3,8:00-11:00,09:00:53,09:00:53,09:01:28,35,35,Full reply received,No,No Foreign languages
2016-09-27 09:13:38,Life,3,8:00-11:00,09:07:00,09:08:26,09:12:25,325,239,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-27 09:08:05,Health,3,8:00-11:00,09:06:13,09:06:58,09:07:35,82,37,Full reply received,No,No Foreign languages
2016-09-27 09:13:23,Life,3,8:00-11:00,09:08:19,09:09:34,09:12:40,261,186,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-27 09:16:27,General,3,8:00-11:00,09:13:24,09:14:32,09:15:45,141,73,Full reply received,No,No Foreign languages
2016-09-27 09:25:02,Health,3,8:00-11:00,09:23:10,09:23:43,09:23:52,42,9,Full reply received,No,No Foreign languages
2016-09-27 09:21:40,Life,3,8:00-11:00,09:16:30,09:17:46,09:21:05,275,199,Full reply received,Yes,No Foreign languages
2016-09-27 09:23:17,Life,3,8:00-11:00,09:21:45,09:22:10,09:22:16,31,6,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 09:26:18,General,3,8:00-11:00,09:23:23,09:24:00,09:25:45,142,105,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 09:32:13,Life,3,8:00-11:00,09:27:43,09:29:13,09:30:15,152,62,Full reply received,No,No Foreign languages
2016-09-27 09:30:50,General,3,8:00-11:00,09:26:23,09:27:50,09:30:17,234,147,Full reply received,No,No Foreign languages
2016-09-27 09:34:48,General,3,8:00-11:00,09:32:03,09:33:27,09:33:34,91,7,Full reply received,No,No Foreign languages
2016-09-27 09:39:31,Life,3,8:00-11:00,09:36:57,09:38:23,09:38:31,94,8,Full reply received,No,No Foreign languages
2016-09-27 09:45:55,General,3,8:00-11:00,09:34:50,09:35:16,09:45:23,633,607,Full reply received,No,No Foreign languages
2016-09-27 09:44:04,General,3,8:00-11:00,09:41:44,09:42:44,09:42:53,69,9,Full reply received,No,No Foreign languages
2016-09-27 09:51:59,General,3,8:00-11:00,09:46:58,09:46:58,09:51:32,0,0,Call Disconnected,No,No Foreign languages
2016-09-27 09:52:04,General,3,8:00-11:00,09:49:31,09:50:25,09:50:32,61,7,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 09:53:49,General,3,8:00-11:00,09:52:04,09:52:44,09:53:00,56,16,Full reply received,No,No Foreign languages
2016-09-27 10:13:25,Health,3,8:00-11:00,10:00:53,10:02:16,10:12:09,0,0,Waited for more than 10 minutes and hang up,No,No Foreign languages
2016-09-27 10:06:21,General,3,8:00-11:00,10:01:30,10:02:37,10:05:53,263,196,Full reply received,No,No Foreign languages
2016-09-27 10:17:56,Life,3,8:00-11:00,10:06:30,10:07:47,10:17:22,652,575,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-27 10:20:32,General,3,8:00-11:00,10:18:11,10:19:25,10:19:45,94,20,Full reply received,No,No Foreign languages
2016-09-27 10:21:30,Health,3,8:00-11:00,10:18:47,10:19:13,10:20:56,129,103,Full reply received,No,No Foreign languages
2016-09-27 10:23:01,Health,3,8:00-11:00,10:21:38,10:21:38,10:22:10,32,32,Full reply received,No,No Foreign languages
2016-09-27 10:32:16,Life,3,8:00-11:00,10:23:07,10:23:07,10:31:45,518,518,Full reply received,No,No Foreign languages
2016-09-27 10:34:45,General,3,8:00-11:00,10:32:27,10:32:27,10:33:53,86,86,Full reply received,No,No Foreign languages
2016-09-27 10:40:13,Health,3,8:00-11:00,10:38:49,10:38:49,10:39:16,27,27,Full reply received,No,No Foreign languages
2016-09-27 10:40:00,Health,3,8:00-11:00,10:37:10,10:38:12,10:39:26,136,74,Full reply received,No,No Foreign languages
2016-09-27 10:42:24,General,3,8:00-11:00,10:40:00,10:40:52,10:41:54,114,62,Full reply received,No,No Foreign languages
2016-09-27 10:48:29,General,3,8:00-11:00,10:45:37,10:46:44,10:47:00,83,16,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 10:54:31,Health,3,8:00-11:00,10:42:42,10:43:24,10:53:46,0,0,Waited for more than 10 minutes and hang up,No,Arabic; Russian; Amharic
2016-09-27 11:04:43,Health,3,8:00-11:00,10:50:54,10:51:55,11:02:01,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-27 10:56:19,Life,3,8:00-11:00,10:54:33,10:55:28,10:55:39,66,11,Full reply received,No,No Foreign languages
2016-09-27 11:07:45,General,3,8:00-11:00,10:56:35,10:57:10,11:07:07,632,597,Full reply received,No,No Foreign languages
2016-09-27 11:22:18,Life,3,11:01-14:00,11:07:21,11:09:00,11:18:18,657,558,Full reply received,No,No Foreign languages
2016-09-27 11:09:50,Life,3,8:00-11:00,11:07:45,11:08:44,11:09:25,100,41,Full reply received,No,No Foreign languages
2016-09-27 11:17:06,General,3,11:01-14:00,11:09:57,11:11:42,11:16:37,400,295,Full reply received,No,No Foreign languages
2016-09-27 11:19:26,Life,3,11:01-14:00,11:17:14,11:18:15,11:18:33,79,18,Full reply received,No,No Foreign languages
2016-09-27 11:21:30,Health,3,11:01-14:00,11:19:26,11:20:20,11:21:00,94,40,Full reply received,No,No Foreign languages
2016-09-27 11:23:02,Life,3,11:01-14:00,11:21:30,11:21:55,11:22:07,37,12,Full reply received,No,No Foreign languages
2016-09-27 11:30:09,Life,3,11:01-14:00,11:24:23,11:26:15,11:28:52,269,157,Full reply received,No,No Foreign languages
2016-09-27 11:24:26,General,3,11:01-14:00,11:23:03,11:23:03,11:23:40,0,0,Call Disconnected,No,No Foreign languages
2016-09-27 11:30:46,Life,3,11:01-14:00,11:27:13,11:28:08,11:30:11,178,123,Full reply received,No,No Foreign languages
2016-09-27 11:35:40,Health,3,11:01-14:00,11:33:01,11:33:52,11:34:27,86,35,Full reply received,No,No Foreign languages
2016-09-27 11:32:10,General,3,11:01-14:00,11:30:47,11:31:11,11:31:21,34,10,Full reply received,No,No Foreign languages
2016-09-27 11:46:14,Health,3,11:01-14:00,11:33:16,11:34:00,11:45:16,0,0,Waited for more than 10 minutes and hang up,Yes,Amharic;Arabic;Russian
2016-09-27 11:43:15,General,3,11:01-14:00,11:37:49,11:39:46,11:41:30,221,104,Full reply received,No,No Foreign languages
2016-09-27 11:48:31,Life,3,8:00-11:00,11:46:16,11:47:17,11:47:46,90,29,Full reply received,No,No Foreign languages
2016-09-27 11:54:23,General,3,11:01-14:00,11:51:35,11:52:53,11:53:07,92,14,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 11:52:29,Health,3,11:01-14:00,11:50:11,11:51:08,11:51:44,93,36,Full reply received,No,No Foreign languages
2016-09-27 11:57:52,Life,3,11:01-14:00,11:52:50,11:54:16,11:57:20,270,184,Full reply received,No,No Foreign languages
2016-09-27 12:05:59,Life,3,11:01-14:00,12:02:06,12:03:44,12:04:09,123,25,Full reply received,No,No Foreign languages
2016-09-27 12:08:34,General,3,11:01-14:00,12:00:35,12:02:08,12:08:05,450,357,Full reply received,No,Arabic; Russian; Amharic
2016-09-27 12:21:01,Life,3,11:01-14:00,12:17:13,12:19:16,12:19:27,134,11,Full reply received,No,No Foreign languages
2016-09-27 12:24:45,Health,3,11:01-14:00,12:09:10,12:10:02,12:23:30,0,0,Waited for more than 10 minutes and hang up,Yes,Arabic; Russian; Amharic
2016-09-27 12:27:21,Health,3,11:01-14:00,12:24:54,12:25:47,12:26:22,88,35,Full reply received,No,No Foreign languages
2016-09-27 13:18:55,General,3,11:01-14:00,13:17:27,13:17:27,13:18:10,43,43,Full reply received,No,No Foreign languages
2016-09-27 13:25:47,General,3,11:01-14:00,13:21:00,13:21:00,13:24:40,220,220,Full reply received,No,No Foreign languages
2016-09-27 13:23:12,General,3,8:00-11:00,13:21:55,13:21:55,13:22:20,25,25,Full reply received,No,No Foreign languages
2016-09-27 13:25:27,Life,3,11:01-14:00,13:23:27,13:24:34,13:24:45,78,11,Full reply received,No,No Foreign languages
2016-09-27 13:26:36,Health,3,11:01-14:00,13:25:25,13:25:25,13:25:56,31,31,Full reply received,No,No Foreign languages
2016-09-27 13:31:10,Life,3,11:01-14:00,13:28:52,13:30:00,13:30:19,87,19,Full reply received,No,No Foreign languages
2016-09-27 13:37:40,Life,3,11:01-14:00,13:26:43,13:27:58,13:37:08,625,550,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-27 13:35:15,General,3,11:01-14:00,13:33:45,13:33:59,13:34:25,40,26,Full reply received,No,No Foreign languages
2016-09-27 13:49:29,Life,3,11:01-14:00,13:37:43,13:39:08,13:48:39,656,571,Full reply received,Yes,Arabic; Russian; Amharic
2016-09-27 13:39:15,Life,3,11:01-14:00,13:37:40,13:38:05,13:38:42,62,37,Full reply received,No,No Foreign languages
2016-09-27 13:41:59,General,3,11:01-14:00,13:39:35,13:40:52,13:41:04,89,12,Full reply received,No,No Foreign languages
2016-09-27 13:44:13,General,3,11:01-14:00,13:41:58,13:42:30,13:43:43,0,0,Call Disconnected,No,No Foreign languages
2016-09-27 13:55:36,Life,3,11:01-14:00,13:46:58,13:47:45,13:55:00,482,435,Full reply received,No,No Foreign languages
